   ,VITI,MUAJI,PERSHKRIMI_SEKTORIT,LLOJI_KOMPAN,KOMUNA,PEN_NO,PEN_TYPE_DESC_F,NR_TATIM,NR_GJOBAVE,VLERA
6863,2017,11,Akomodimi dhe sherbimi ushqimor,Individual,DRAGASH,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
6864,2020,7,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,DEÇAN,422,Nd.Neni.53.6-Law 03/L-222,2,2,5125
6865,2023,4,Akomodimi dhe sherbimi ushqimor,SH.P.K.,PRISHTINË,422,Nd.Neni.53.6-Law 03/L-222,8,8,2000
6866,2022,9,Akomodimi dhe sherbimi ushqimor,Individual,DEÇAN,422,Nd.Neni.53.6-Law 03/L-222,4,4,875
6867,2022,2,Sherbimet administrative dhe mbeshtetese,SH.P.K.,SUHAREKË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
6868,2019,7,Person Fizik,Person fizik,PRISHTINË,407,Nd.Neni.53( 2.3)-Law 03/L-222,2,2,1500
6869,2017,5,Informimi dhe komunikimi,Individual,PRIZREN,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
6870,2017,11,Sherbimet administrative dhe mbeshtetese,Individual,ISTOG,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
6871,2020,12,Industria perpunuese,Individual,PEJË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
6872,2019,9,Person Fizik,Person fizik,MALISHEVË,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,500
6873,2019,12,Industria perpunuese,Individual,PEJË,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,2000
6874,2021,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,LIPJAN,422,Nd.Neni.53.6-Law 03/L-222,2,2,625
6875,2023,1,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,SH.P.K.,PODUJEVË,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
6876,2023,3,Akomodimi dhe sherbimi ushqimor,Individual,SKENDERAJ,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
6877,2020,7,Industria perpunuese,Individual,SUHAREKË,422,Nd.Neni.53.6-Law 03/L-222,1,1,250
6878,2020,4,Industria perpunuese,SH.P.K.,RAHOVEC,423,Nd.Neni.59-Law 03/L-222,1,1,191.46
6879,2021,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PRISHTINË,422,Nd.Neni.53.6-Law 03/L-222,8,8,1625
6880,2022,4,Ndertimtaria,SH.P.K.,DEÇAN,422,Nd.Neni.53.6-Law 03/L-222,1,1,500
6881,2018,10,Akomodimi dhe sherbimi ushqimor,Individual,GJAKOVË,422,Nd.Neni.53.6-Law 03/L-222,1,2,250
6882,2022,4,Industria perpunuese,Individual,GJILAN,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
6883,2020,7,Bujqesia;Pylltaria dhe Peshkimi,Individual,MALISHEVË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
6884,2017,7,Industria perpunuese,SH.P.K.,PRIZREN,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
6885,2019,9,Akomodimi dhe sherbimi ushqimor,Individual,LIPJAN,422,Nd.Neni.53.6-Law 03/L-222,4,4,1000
6886,2019,10,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,GRAÇANICË,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,2000
6887,2022,2,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,KLINË,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
6888,2018,9,Ndertimtaria,SH.P.K.,PRIZREN,408,Nd.Neni.53(2.4)-Law 03/L-222,1,2,2000
6889,2022,7,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,MALISHEVË,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
6890,2021,10,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,MITROVICË,408,Nd.Neni.53(2.4)-Law 03/L-222,1,2,3000
6891,2023,2,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,GJILAN,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
6892,2019,10,Industria perpunuese,Individual,KLINË,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
6893,2019,9,Sherbimet administrative dhe mbeshtetese,SH.P.K.,MITROVICË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
6894,2021,7,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PRIZREN,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,1000
6895,2021,1,Sherbimet administrative dhe mbeshtetese,SH.P.K.,GLLOGOC,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
6896,2022,4,Ndertimtaria,SH.P.K.,ISTOG,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,2000
6897,2017,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,SUHAREKË,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
6898,2017,5,Person Fizik,Person fizik,VUSHTRRI,403,Nd.Neni.50 (1)-Law 03/L-222,1,1,500
6899,2021,11,Person Fizik,Person fizik,GRAÇANICË,423,Nd.Neni.59-Law 03/L-222,1,1,283.37
6900,2021,2,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,GJILAN,423,Nd.Neni.59-Law 03/L-222,1,1,322.5
6901,2018,9,"Artet, Argetimi dhe rekreacioni",SH.P.K.,SHTIME,404,Nd.Neni.53 (1)-Law 03/L-222,1,1,125
6902,2022,5,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,FERIZAJ,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
6903,2017,11,Industria nxjerrese,SH.P.K.,PRISHTINË,404,Nd.Neni.53 (1)-Law 03/L-222,1,7,875
6904,2018,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,OBILIQ,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
6905,2018,4,Industria perpunuese,SH.P.K.,FERIZAJ,408,Nd.Neni.53(2.4)-Law 03/L-222,3,3,3000
6906,2021,9,Industria perpunuese,Individual,ISTOG,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
6907,2018,5,Akomodimi dhe sherbimi ushqimor,Individual,FERIZAJ,404,Nd.Neni.53 (1)-Law 03/L-222,1,1,125
6908,2022,4,Industria perpunuese,Individual,MALISHEVË,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,750
6909,2018,7,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,SHTIME,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
6910,2019,2,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PRIZREN,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,2000
6911,2017,9,Industria nxjerrese,SH.P.K.,FERIZAJ,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
6912,2019,5,Industria nxjerrese,Ortakëria e përgj.,PRIZREN,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
6913,2022,12,Akomodimi dhe sherbimi ushqimor,Individual,SUHAREKË,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,750
6914,2020,3,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,ISTOG,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
6915,2020,8,Akomodimi dhe sherbimi ushqimor,Individual,PEJË,422,Nd.Neni.53.6-Law 03/L-222,4,4,2000
6916,2023,4,Ndertimtaria,Individual,MITROVICË,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,750
6917,2021,12,Industria perpunuese,SH.P.K.,GJAKOVË,422,Nd.Neni.53.6-Law 03/L-222,1,1,1000
6918,2022,8,Akomodimi dhe sherbimi ushqimor,SH.P.K.,GJILAN,422,Nd.Neni.53.6-Law 03/L-222,22,23,14625
6919,2022,6,Industria perpunuese,Individual,SUHAREKË,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
6920,2019,9,Akomodimi dhe sherbimi ushqimor,Individual,PRIZREN,405,Nd.Neni.53(2.1)-Law 03/L-222,4,4,500
6921,2019,1,Akomodimi dhe sherbimi ushqimor,SH.P.K.,PRISHTINË,422,Nd.Neni.53.6-Law 03/L-222,4,4,1750
6922,2023,6,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PRISHTINË,406,Nd.Neni.53(2.2)-Law 03/L-222,5,5,1250
6923,2021,10,Aktivitetet e tjera sherbyese,Individual,FUSHË KOSOVË,403,Nd.Neni.50 (1)-Law 03/L-222,1,1,125
6924,2017,6,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,FERIZAJ,406,Nd.Neni.53(2.2)-Law 03/L-222,3,3,750
6925,2020,8,Person Fizik,Person fizik,PRISHTINË,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
6926,2022,8,Person Fizik,Person fizik,PRIZREN,422,Nd.Neni.53.6-Law 03/L-222,2,2,250
6927,2017,7,Akomodimi dhe sherbimi ushqimor,SH.P.K.,PRISHTINË,422,Nd.Neni.53.6-Law 03/L-222,35,51,54375
6928,2023,8,Akomodimi dhe sherbimi ushqimor,SH.P.K.,PEJË,420,Nd.Neni.59.2-Law 2004/35,1,1,500
6929,2017,9,Ndertimtaria,Individual,PRIZREN,408,Nd.Neni.53(2.4)-Law 03/L-222,2,2,2000
6930,2022,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,GLLOGOC,423,Nd.Neni.59-Law 03/L-222,1,1,20.63
6931,2022,3,Industria perpunuese,SH.P.K.,MITROVICË,408,Nd.Neni.53(2.4)-Law 03/L-222,2,2,3000
6932,2022,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,KLLOKOT,423,Nd.Neni.59-Law 03/L-222,1,1,24.32
6933,2018,7,"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,PRIZREN,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
6934,2020,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PRIZREN,423,Nd.Neni.59-Law 03/L-222,1,1,30.62
6935,2018,11,Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,GJAKOVË,422,Nd.Neni.53.6-Law 03/L-222,1,1,250
6936,2022,7,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,FERIZAJ,405,Nd.Neni.53(2.1)-Law 03/L-222,4,4,625
6937,2021,11,Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,PRIZREN,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
6938,2021,10,Industria perpunuese,Individual,FERIZAJ,404,Nd.Neni.53 (1)-Law 03/L-222,1,1,125
6939,2018,4,"Artet, Argetimi dhe rekreacioni",SH.P.K.,PEJË,431,Nd.Neni.76(1.7)-Law 04/L-080,1,1,2000
6940,2017,2,Person Fizik,Person fizik,VITI,431,Nd.Neni.76(1.7)-Law 04/L-080,1,1,2000
6941,2017,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PODUJEVË,440,Nd.Neni.77(1.9)-Law 04/L-080,1,1,2000
6942,2022,5,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,PRIZREN,406,Nd.Neni.53(2.2)-Law 03/L-222,2,2,1000
6943,2018,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,RAHOVEC,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
6944,2022,4,Person Fizik,Person fizik,LIPJAN,422,Nd.Neni.53.6-Law 03/L-222,1,1,750
6945,2020,1,Industria perpunuese,SH.P.K.,PRIZREN,422,Nd.Neni.53.6-Law 03/L-222,1,1,250
6946,2017,9,Akomodimi dhe sherbimi ushqimor,SH.P.K.,OBILIQ,422,Nd.Neni.53.6-Law 03/L-222,3,4,750
6947,2017,4,Person Fizik,Person fizik,FERIZAJ,404,Nd.Neni.53 (1)-Law 03/L-222,1,2,250
6948,2021,12,"Artet, Argetimi dhe rekreacioni",Individual,MITROVICË,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
6949,2018,9,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,LIPJAN,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
6950,2022,10,Akomodimi dhe sherbimi ushqimor,SH.P.K.,FERIZAJ,422,Nd.Neni.53.6-Law 03/L-222,2,2,250
6951,2019,5,Ndertimtaria,Individual,MALISHEVË,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
6952,2022,12,Bujqesia;Pylltaria dhe Peshkimi,Individual,LEPOSAVIQ,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,250
6953,2018,7,Ndertimtaria,SH.P.K.,PRISHTINË,408,Nd.Neni.53(2.4)-Law 03/L-222,4,11,11000
6954,2019,6,Ndertimtaria,Individual,VUSHTRRI,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
6955,2017,5,Person Fizik,Person fizik,PEJË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
6956,2022,11,Bujqesia;Pylltaria dhe Peshkimi,Individual,ISTOG,404,Nd.Neni.53 (1)-Law 03/L-222,1,1,125
6957,2020,10,Industria perpunuese,Individual,LIPJAN,422,Nd.Neni.53.6-Law 03/L-222,2,2,250
6958,2019,7,Akomodimi dhe sherbimi ushqimor,Individual,VUSHTRRI,422,Nd.Neni.53.6-Law 03/L-222,3,3,375
6959,2020,9,Ndertimtaria,SH.P.K.,FERIZAJ,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,500
6960,2021,3,Industria perpunuese,Individual,SHTËRPCË,422,Nd.Neni.53.6-Law 03/L-222,1,1,250
6961,2021,2,Industria perpunuese,SH.P.K.,KAÇANIK,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
6962,2018,12,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,PRIZREN,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
6963,2022,2,Industria perpunuese,Individual,PEJË,405,Nd.Neni.53(2.1)-Law 03/L-222,6,6,750
6964,2018,1,Person Fizik,Person fizik,FUSHË KOSOVË,422,Nd.Neni.53.6-Law 03/L-222,1,1,250
6965,2022,7,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,FUSHË KOSOVË,407,Nd.Neni.53( 2.3)-Law 03/L-222,2,2,1000
6966,2021,4,Industria perpunuese,Individual,GJAKOVË,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
6967,2017,9,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,GJILAN,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
6968,2023,6,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,GRAÇANICË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
6969,2021,3,Ndertimtaria,SH.P.K.,PRISHTINË,422,Nd.Neni.53.6-Law 03/L-222,1,2,5125
6970,2021,12,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,PEJË,407,Nd.Neni.53( 2.3)-Law 03/L-222,2,2,1000
6971,2019,12,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Shoqëri akcionare,FERIZAJ,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
6972,2017,1,Person Fizik,Person fizik,PRIZREN,408,Nd.Neni.53(2.4)-Law 03/L-222,2,2,2000
6973,2018,3,Industria perpunuese,Individual,RAHOVEC,422,Nd.Neni.53.6-Law 03/L-222,2,2,250
6974,2017,7,Aktivitetet e tjera sherbyese,Individual,LIPJAN,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
6975,2019,9,Industria perpunuese,Individual,KAÇANIK,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
6976,2019,10,Industria nxjerrese,SH.P.K.,RAHOVEC,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,2000
6977,2021,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,FERIZAJ,408,Nd.Neni.53(2.4)-Law 03/L-222,2,2,3000
6978,2022,4,Akomodimi dhe sherbimi ushqimor,Individual,GJILAN,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
6979,2017,12,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,LIPJAN,407,Nd.Neni.53( 2.3)-Law 03/L-222,2,3,1500
6980,2022,6,"Aktivitetet profesionale, shkencore dhe teknike",Individual,SUHAREKË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
6981,2023,1,Industria perpunuese,Individual,LIPJAN,422,Nd.Neni.53.6-Law 03/L-222,2,2,375
6982,2021,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,GJAKOVË,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
6983,2018,3,Ndertimtaria,SH.P.K.,RAHOVEC,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
6984,2021,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,GJILAN,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
6985,2023,8,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,GJILAN,423,Nd.Neni.59-Law 03/L-222,1,1,856.31
6986,2021,11,Industria perpunuese,Individual,PEJË,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,2000
6987,2021,12,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,SUHAREKË,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
6988,2021,8,Akomodimi dhe sherbimi ushqimor,Individual,SKENDERAJ,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
6989,2021,10,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,PODUJEVË,406,Nd.Neni.53(2.2)-Law 03/L-222,1,2,1250
6990,2018,12,"Artet, Argetimi dhe rekreacioni",SH.P.K.,PRISHTINË,422,Nd.Neni.53.6-Law 03/L-222,1,1,500
6991,2022,10,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,LIPJAN,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,1000
6992,2021,7,Ndertimtaria,SH.P.K.,GJILAN,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,250
6993,2018,5,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,SHTIME,408,Nd.Neni.53(2.4)-Law 03/L-222,1,3,3000
6994,2019,7,Aktivitetet e tjera sherbyese,OJQ,PRISHTINË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
6995,2022,7,Industria perpunuese,Individual,FUSHË KOSOVË,422,Nd.Neni.53.6-Law 03/L-222,2,2,625
6996,2017,11,Akomodimi dhe sherbimi ushqimor,Individual,KAÇANIK,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
6997,2022,9,Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,FERIZAJ,422,Nd.Neni.53.6-Law 03/L-222,2,2,250
6998,2021,12,Industria perpunuese,Individual,GRAÇANICË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
6999,2023,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,FUSHË KOSOVË,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
7000,2018,5,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Individual,PRIZREN,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
7001,2018,5,Industria perpunuese,SH.P.K.,SUHAREKË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
7002,2020,8,Industria perpunuese,Individual,MALISHEVË,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
7003,2023,6,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,VITI,406,Nd.Neni.53(2.2)-Law 03/L-222,2,2,500
7004,2017,4,Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,GRAÇANICË,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
7005,2023,7,Akomodimi dhe sherbimi ushqimor,Individual,GRAÇANICË,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
7006,2020,9,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,GRAÇANICË,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
7007,2017,12,Industria perpunuese,SH.P.K.,SUHAREKË,422,Nd.Neni.53.6-Law 03/L-222,1,1,250
7008,2019,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,FERIZAJ,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
7009,2021,3,Akomodimi dhe sherbimi ushqimor,SH.P.K.,FERIZAJ,422,Nd.Neni.53.6-Law 03/L-222,1,1,375
7010,2017,9,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,FERIZAJ,404,Nd.Neni.53 (1)-Law 03/L-222,2,2,250
7011,2017,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,SKENDERAJ,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
7012,2020,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,FERIZAJ,422,Nd.Neni.53.6-Law 03/L-222,1,1,1000
7013,2023,2,Industria perpunuese,SH.P.K.,OBILIQ,406,Nd.Neni.53(2.2)-Law 03/L-222,1,1,250
7014,2020,10,Transporti dhe magazinimi,SH.P.K.,PRISHTINË,423,Nd.Neni.59-Law 03/L-222,1,1,781.48
7015,2017,6,Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,PEJË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
7016,2018,2,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,GJAKOVË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
7017,2018,3,Industria perpunuese,Individual,DRAGASH,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
7018,2019,7,Transporti dhe magazinimi,SH.P.K.,PRIZREN,422,Nd.Neni.53.6-Law 03/L-222,1,1,1000
7019,2017,6,Industria perpunuese,SH.P.K.,PRIZREN,422,Nd.Neni.53.6-Law 03/L-222,1,1,250
7020,2023,5,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,LEPOSAVIQ,422,Nd.Neni.53.6-Law 03/L-222,1,1,250
7021,2021,11,Industria perpunuese,Individual,SUHAREKË,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
7022,2019,5,Person Fizik,Person fizik,PRIZREN,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
7023,2020,11,"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,PRISHTINË,408,Nd.Neni.53(2.4)-Law 03/L-222,1,1,1000
7024,2021,3,Industria perpunuese,Individual,PEJË,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
7025,2023,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,GJAKOVË,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
7026,2022,8,Akomodimi dhe sherbimi ushqimor,Individual,MALISHEVË,424,Nd.Neni.15(15.3)-Ligji03/L-222,1,1,500
7027,2023,1,Informimi dhe komunikimi,SH.P.K.,PRIZREN,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
7028,2019,6,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,PRIZREN,405,Nd.Neni.53(2.1)-Law 03/L-222,2,2,250
7029,2021,3,Bujqesia;Pylltaria dhe Peshkimi,Individual,GRAÇANICË,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
7030,2023,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,PRIZREN,404,Nd.Neni.53 (1)-Law 03/L-222,1,1,1750
7031,2022,11,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,PEJË,406,Nd.Neni.53(2.2)-Law 03/L-222,7,8,3250
7032,2022,6,Akomodimi dhe sherbimi ushqimor,SH.P.K.,PRISHTINË,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
7033,2017,10,"Aktivitetet profesionale, shkencore dhe teknike",Individual,ISTOG,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
7034,2019,7,Industria perpunuese,Individual,PRISHTINË,422,Nd.Neni.53.6-Law 03/L-222,4,4,3625
7035,2022,2,Transporti dhe magazinimi,Individual,PRIZREN,422,Nd.Neni.53.6-Law 03/L-222,4,6,9250
7036,2017,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,MITROVICË,405,Nd.Neni.53(2.1)-Law 03/L-222,5,7,875
7037,2018,8,Akomodimi dhe sherbimi ushqimor,SH.P.K.,KLINË,404,Nd.Neni.53 (1)-Law 03/L-222,1,1,125
7038,2019,5,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,PODUJEVË,423,Nd.Neni.59-Law 03/L-222,1,1,375
7039,2022,9,Aktivitetet e tjera sherbyese,Individual,KLINË,422,Nd.Neni.53.6-Law 03/L-222,1,1,125
7040,2022,2,"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,FERIZAJ,405,Nd.Neni.53(2.1)-Law 03/L-222,1,1,125
7041,2021,8,Akomodimi dhe sherbimi ushqimor,Individual,PRISHTINË,405,Nd.Neni.53(2.1)-Law 03/L-222,5,5,1250
7042,2023,1,Akomodimi dhe sherbimi ushqimor,SH.P.K.,PRIZREN,422,Nd.Neni.53.6-Law 03/L-222,5,5,3250
7043,2017,9,Akomodimi dhe sherbimi ushqimor,Individual,PRISHTINË,404,Nd.Neni.53 (1)-Law 03/L-222,3,3,375
7044,2022,7,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,MALISHEVË,407,Nd.Neni.53( 2.3)-Law 03/L-222,1,1,500
7045,2019,9,Industria perpunuese,Individual,HANI I ELEZIT,405,Nd.Neni.53(2.1)-Law 03/L-222,2,2,250
7046,2017,4,"Artet, Argetimi dhe rekreacioni",Shoqëri akcionare,FERIZAJ,444,Nd.Neni.77(1.11)-Law 04/L-080,1,2,2000
